Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start,found_match
Steve Allen,1921-12-26,M,1.9,,70.0,4.800088439347963,Male,sub 1500 school,Yes,,New York City US,1921-12-26,,4.0,1940.0,False
Kayvan Novak,1978-11-23,M,1.85,Iranians in the United Kingdom,27.0,4.800061586653883,Male,Did not go,,Soccer,London England,1978-11-23,,,2002.0,False
Nicky Henson,1945-05-12,M,1.75,,60.0,4.800061586653883,Male,Did not go,,,London England,1945-05-12,,3.0,1964.0,False
Elise Neal,1966-03-14,F,1.63,African Americans,30.0,4.799224255036488,Female,Specialised Arts School,Yes,Ballet,Memphis Tennessee US,1966-03-14,,,1991.0,False
Nas,1973-09-14,M,1.765,African Americans,25.0,4.799187458618596,Male,Did not go,,Track,Brooklyn New York City US,1973-09-14,,2.0,1989.0,False
Elaine Stritch,1925-02-02,F,1.71,,61.0,4.799153347294987,Female,Did not go,Yes,,Detroit Michigan US,1925-02-02,,,1944.0,False
Peter Kay,1973-07-02,M,1.727,,32.0,4.798678315641661,Male,University of Salford,Yes,,Farnworth,1973-07-02,,,1996.0,True
Erik Knudsen,1988-03-25,M,1.676,,17.0,4.798596959748922,Male,Did not go,,,Toronto Ontario Canada,1988-03-25,,,1999.0,False
Andrea Corr,1974-05-17,F,1.55,Black Irish,17.0,4.79821854336802,Female,Did not go,,,Dundalk,1974-05-17,,,1990.0,False
Peter Haber,1952-12-12,M,1.79,,56.0,4.797900808383195,Male,Did not go,Yes,,Stockholm Sweden,1952-12-12,,1985.0,1987.0,False
Josh Zuckerman,1985-04-01,M,1.78,,23.0,4.797730827172741,Male,Princeton University,Yes,,Stanford California US,1985-04-01,,,1999.0,True
Peter Graves,1926-03-18,M,1.905,,54.0,4.797193069306097,Male,University of Minnesota Twin Cities,Yes,Track,Minneapolis Minnesota US,1926-03-18,,3.0,1951.0,True
Timothy Busfield,1957-06-12,M,1.77,,24.0,4.797039609196204,Male,sub 1500 school,Yes,Baseball,Lansing Michigan US,1957-06-12,,3.0,1981.0,False
Geoff Pierson,1949-06-16,M,1.84,,52.0,4.796865345628678,Male,Did not go,Yes,,,,,,1980.0,False
Archie Panjabi,1972-05-31,F,1.6,مسح,33.0,4.796557156155529,Male,Brunel University London,,Ballet,Edgware London England,1972-05-31,,,1994.0,True
Chris Massoglia,1992-03-29,M,1.83,,17.0,4.796101320581011,Male,Did not go,,Baseball,,1992-03-29,,2.0,,False
Eric Mabius,1971-04-22,M,1.784,Polish Americans,24.0,4.795985851659954,Male,sub 1500 school,Yes,,Harrisburg Pennsylvania US,1971-04-22,,2.0,1995.0,False
Adam Arkin,1956-08-19,M,1.87,,41.0,4.795941694783665,Male,Did not go,Yes,,New York City US,1956-08-19,,2.0,1969.0,False
John Sayles,1950-09-28,M,1.93,,30.0,4.795701820211015,Male,sub 1500 school,,,Schenectady New York United States,1950-09-28,,,1971.0,False
Joanna Kerns,1953-02-12,F,1.72,Mexican Americans,46.0,4.795440366925236,Female,Did not go,,,San Francisco California US,1953-02-12,,1.0,1976.0,False
Ian Michael Smith,1987-05-05,M,0.94,,11.0,4.795388522968479,Male,sub 1500 school,,,Elmhurst Illinois US,1987-05-05,,,,False
Jana Kramer,1983-12-02,F,1.63,,22.0,4.795346529027544,Female,Did not go,,,Rochester Hills Michigan US,1983-12-02,,3.0,2002.0,False
Michelle Lombardo,1983-09-16,F,1.75,,22.0,4.795346529027544,,Did not go,,,Glastonbury Connecticut US,1983-09-16,,3.0,2004.0,False
James Pickens Jr.,1954-10-26,M,1.83,,38.0,4.793905432343472,Male,Did not go,Yes,,Cleveland Ohio US,1954-10-26,,2.0,1981.0,False
Warren Christie,1975-11-04,M,1.87,Irish people,35.0,4.79389179494063,Male,University of Windsor,,,Belfast Northern Ireland United Kingdom,1975-11-04,,,2001.0,True
Omari Hardwick,1974-01-09,M,1.79,,32.0,4.793824365735843,Male,The University of Georgia,Yes,Football,Decatur Georgia US,1974-01-09,,3.0,2001.0,True
Amanda Donohoe,1962-06-29,F,1.715,,34.0,4.793567620111968,Female,Specialised Drama School,Yes,,London England,1962-06-29,,,1980.0,False
Briana Evigan,1986-10-23,F,1.65,,21.0,4.792529600589802,Male,sub 1500 school,,Dance,Los Angeles California US,1986-10-23,,1.0,1996.0,False
Minnie Driver,1970-01-31,F,1.8,Irish people,25.0,4.792177113030687,Male,Specialised Drama School,,,London England,1970-01-31,United KingdomUnited States from 2017,1.0,1991.0,False
Michael Welch,1987-07-25,M,1.77,Jewish people,11.0,4.791958369812433,,Did not go,,,,,,,,False
Jarvis Cocker,1963-09-19,M,1.88,,46.0,4.790605827606774,Male,Did not go,,,Sheffield,1963-09-19,,,1978.0,False
Michael Peter Balzary,1962-10-16,M,1.676,Australian Americans,27.0,4.790334228314127,Male,Did not go,,,Melbourne,1962-10-16,,,1982.0,False
Shirley Henderson,1965-11-24,F,1.524,Scottish people,29.0,4.790120828246467,Female,Specialised Drama School,Yes,,Forres Moray Scotland,1965-11-24,,,1986.0,False
Michael McKean,1947-10-17,M,1.83,,36.0,4.790035538774429,Male,Carnegie Mellon University,Yes,Track,New York City US,1947-10-17,,2.0,1967.0,True
Zhang Jingchu,1977-02-02,F,1.65,,21.0,4.789273389037546,Female,Specialised Drama School,,Martial arts,Yongan Fujian China,1980-02-02,,,2002.0,False
Bruce Greenwood,1956-08-12,M,1.8,,26.0,4.789128108470173,Male,Did not go,,Ballet,RouynNoranda Quebec Canada,1956-08-12,,1.0,1977.0,False
Hunter Parrish,1987-05-13,M,1.7,,17.0,4.789020157698286,Male,Texas Tech University,,,Richmond Virginia US,1987-05-13,,1.0,2003.0,True
Marianne Jean-Baptiste,1967-04-26,F,1.55,,32.0,4.789011748821677,Female,Specialised Drama School,Yes,,Camberwell London England,1967-04-26,,2.0,1991.0,False
Terry Bradshaw,1948-09-02,M,1.9,,32.0,4.788495818751235,Male,sub 1500 school,,Football,Shreveport Louisiana,1948-09-02,,,,False
Gisele Bündchen,1980-07-20,F,1.8,Germans,24.0,4.7882846073611205,Female,Did not go,,,Horizontina Rio Grande do Sul Brazil,1980-07-20,,2.0,1997.0,False
Neve Campbell,1973-10-03,F,1.7,,23.0,4.7872852034450455,Female,Did not go,Yes,Ballet,Guelph Ontario Canada,1973-10-03,,2.0,1989.0,False
Elpidia Carrillo,1961-08-16,F,1.7,,20.0,4.78721063533404,Female,Did not go,Yes,,Parácuaro Michoacán Mexico,1961-08-16,,2.0,1977.0,False
Nichelle Nichols,1932-12-28,F,1.65,African Americans,49.0,4.78610345195419,Female,Did not go,,Ballet,Robbins Illinois US,1932-12-28,,,1959.0,False
Romany Malco,1968-11-18,M,1.73,African Americans,36.0,4.785572537565913,Male,Did not go,,,Brooklyn New York US,1968-11-18,,1.0,1988.0,False
Kenny Baker,1934-08-24,M,1.12,,46.0,4.785172271199951,,Did not go,,,,,,,,False
Linden Ashby,1960-05-23,M,1.82,,34.0,4.784983364559951,Male,Did not go,,Martial arts,Atlantic Beach Florida US,1960-05-23,,2.0,1983.0,False
Matt Dillon,1964-02-18,M,1.83,Scottish Americans,19.0,4.784736288827743,Male,Did not go,,,New Rochelle New York US,1964-02-18,,,1979.0,False
Barry Watson,1974-04-23,M,1.82,,27.0,4.7843071847060585,,Did not go,,,,,,,,False
Ben Stein,1944-11-25,M,1.8,Jewish people,41.0,4.784193472037074,Male,Yale University,,,Washington DC US,1944-11-25,,,1970.0,True
Ryan Hurst,1976-06-19,M,1.93,,24.0,4.783897935304091,Male,Did not go,,Football,Santa Monica California US,1976-06-19,,,1993.0,False
Constance Marie,1965-09-09,F,1.645,Mexican Americans,31.0,4.783602895977574,Female,Did not go,,Dance,East Los Angeles California US,,,1.0,1982.0,False
Michael Gaston,1962-11-05,M,1.91,,33.0,4.783510468374479,Male,Did not go,,,,,United States,2.0,1990.0,False
Alexis Smith,1921-06-08,F,1.75,,72.0,4.783022698602741,Female,sub 1500 school,,Ballet,Penticton British Columbia Canada,1921-06-08,,,1940.0,False
Ed Westwick,1987-06-27,M,1.77,English people,19.0,4.782760391031224,Male,Did not go,Yes,,Hammersmith London England,1987-06-27,,,2006.0,False
Jacinda Barrett,1972-08-02,F,1.778,Australian Americans,28.0,4.782577865881128,Female,Specialised Drama School,,,Brisbane Queensland Australia,1972-08-02,,2.0,1992.0,False
Annabelle Wallis,1984-09-25,F,1.7,,24.0,4.782334603034554,Female,Did not go,,,Oxford Oxfordshire England,1984-09-05,,,2004.0,False
Christina Aguilera,1980-12-18,F,1.56,Ecuadorian Americans,23.0,4.781435436314894,Female,Did not go,,Football,New York City US,1980-12-18,,2.0,1993.0,False
Michael Rapaport,1970-03-20,M,1.93,,22.0,4.7813878321050725,Male,Did not go,,Football,New York City US,1970-03-20,,2.0,1990.0,False
Judson Scott,1952-07-15,M,1.91,,29.0,4.780552518300366,Male,Specialised Music School,Yes,,Azusa California US,1952-07-15,,,1978.0,False
Andre Braugher,1962-07-01,M,1.829,African Americans,26.0,4.780502120459001,Male,Stanford University,Yes,,Chicago Illinois US,1962-07-01,,3.0,1988.0,True
Don Ameche,1908-05-31,M,1.791,,75.0,4.780396466395293,Male,Marquette University,,Football,Kenosha Wisconsin US,1908-05-31,,6.0,1928.0,True
Jon Stewart,1962-11-28,M,1.68,Jewish people,32.0,4.780327581507425,Male,College of William and Mary,,Soccer,New York City US,1962-11-28,,2.0,1987.0,True
Kelsey Grammer,1955-02-21,M,1.854,,41.0,4.779572042559866,Male,Specialised Music School,,Dance,Saint Thomas US Virgin Islands,1955-02-21,,7.0,1977.0,False
Sasha Barrese,1981-04-24,F,1.72,Irish people,28.0,4.779397929215885,Female,Did not go,,,Maui Hawaii US,1981-04-24,,2.0,1989.0,False
Kim Raver,1969-03-15,F,1.715,,37.0,4.779010696690254,Female,Boston University,,,New York City US,1969-03-15,,2.0,1975.0,True
Nikki Reed,1988-05-17,F,1.66,Jewish people,14.0,4.778716132764354,Female,Did not go,,Football,Los Angeles California US,1988-05-17,,2.0,2002.0,False
Sebastian Stan,1983-08-13,M,1.8,,23.0,4.778337638462029,Male,Rutgers University–New Brunswick,Yes,Ballet,Constanța Socialist Republic of Romania,1982-08-13,RomaniaUnited States,,2003.0,True
Tony Burton,1937-03-23,M,1.83,African Americans,43.0,4.778298395067977,Male,Did not go,,Football,Flint Michigan US,1937-03-23,,4.0,1957.0,False
Thomas Sangster,1990-05-16,M,1.79,English people,13.0,4.777916751530519,Male,Did not go,,,London England,1990-05-16,,,2001.0,False
Aubrey Plaza,1984-06-26,F,1.68,,25.0,4.777713325271133,Female,York University,Yes,,Wilmington Delaware US,1984-06-26,,,2004.0,True
Khamani Griffin,1998-08-01,M,1.37,African Americans,4.0,4.777158163413795,Male,Did not go,,,Oakland California US,1998-08-01,,,2002.0,False
Annabelle Apsion,1963-03-22,F,1.6,English people,38.0,4.777043280846044,Female,Did not go,,,Hammersmith London England,1960-09-17,,,1988.0,False
Ryan Kwanten,1976-11-28,M,1.78,Dutch Australian,30.0,4.7770387139456485,Male,Did not go,,,Sydney New South Wales Australia,1976-11-28,,,1991.0,False
Noah Ringer,1996-11-18,M,1.6,,13.0,4.776722103213845,Male,Did not go,,Martial arts,Dallas Texas US,1996-11-18,,,2008.0,False
Sandra McCoy,1979-08-14,F,1.63,,22.0,4.776531170107038,Female,sub 1500 school,,Tennis,San Jose California US,1979-08-14,,,2001.0,False
Tyler Perry,1969-09-13,M,1.96,African Americans,35.0,4.776227019836732,,Did not go,,,New Orleans Louisiana US,1969-09-13,,1.0,1992.0,False
Christopher Masterson,1980-01-22,M,1.78,,15.0,4.77557692494562,Male,Did not go,,,Long Island New York US,1980-01-22,,1.0,1988.0,False
Robert Loggia,1930-01-03,M,1.79,Italian Americans,51.0,4.775226410788288,Male,"University of Missouri, Kansas City",,Martial arts,Staten Island New York US,1930-01-03,,3.0,1951.0,True
Dave Sheridan,1969-03-10,M,1.83,,31.0,4.774696494255424,,Did not go,,,,,,,,False
Eric Lloyd,1986-05-19,M,1.753,,8.0,4.774506772526942,Male,Did not go,,,Glendale California US,1986-05-19,,,1989.0,False
Samantha Morton,1977-05-13,F,1.6,English people,21.0,4.773854949700648,Male,Did not go,,Dance,Nottingham Nottinghamshire England,,,3.0,1991.0,False
Arielle Kebbel,1985-02-19,F,1.73,,20.0,4.77370229927907,Female,Did not go,,,Winter Park Florida US,1985-02-19,,,2002.0,False
Angie Dickinson,1931-09-30,F,1.651,,48.0,4.773677572610814,Female,Specialised Arts School,Yes,Football,Kulm North Dakota US,1931-09-30,,1.0,1954.0,False
Tamer Hassan,1968-03-18,M,1.9,,36.0,4.773621943293264,Male,Did not go,,Football,New Cross London England,1968-03-18,,2.0,1987.0,False
Donnie Yen,1963-07-27,M,1.75,Hongkongers,37.0,4.773290914105642,Male,Did not go,,Martial arts,Guangzhou,1963-07-27,Hong Kong 19631974 2009present United States 1974201012,3.0,,False
Kris Marshall,1973-04-01,M,1.85,,29.0,4.773104130043539,Male,Did not go,Yes,,Bath Somerset England,1973-04-01,,2.0,1993.0,False
Amandla Stenberg,1998-10-23,F,1.42,,12.0,4.772603798912054,Female,Did not go,,,Los Angeles California US,1998-10-23,United StatesDenmark,,2011.0,False
Apollonia Kotero,1959-08-02,F,1.62,,24.0,4.772591124844804,Female,Did not go,,,Santa Monica California,1959-08-02,,,1979.0,False
Susan Yeagley,1972-02-27,F,1.72,White Americans,28.0,4.772572332015777,Female,University of Southern California,,,Nashville Tennessee US,1972-02-27,,1.0,1998.0,True
Jane Kaczmarek,1955-12-21,F,1.689,,42.0,4.772517838243298,Female,Yale University,,,Milwaukee Wisconsin US,1955-12-21,,3.0,1983.0,True
Jane Adams,1965-04-01,F,1.65,,30.0,4.772428530022767,,Did not go,,,,,,,,False
Joanna Page,1978-03-23,F,1.575,,23.0,4.771721893279878,Female,Did not go,Yes,Dance,Treboeth Swansea Wales,1977-03-23,,4.0,1999.0,False
Edi Gathegi,1979-03-10,M,1.85,African Americans,27.0,4.771689957463305,Male,York University,Yes,Basketball,Nairobi Kenya,1979-03-10,,,2006.0,True
Pam Grier,1949-05-26,F,1.727,African Americans,33.0,4.77137974477415,Male,sub 1500 school,Yes,,WinstonSalem North Carolina US,1949-05-26,,,1970.0,False
Noémie Lenoir,1979-09-19,F,1.765,,18.0,4.770634124857511,Female,Did not go,,,Les Ulis France,1979-09-19,,2.0,,False
Steven Tyler,1948-03-26,M,1.77,,56.0,4.770381302106617,Male,Did not go,,,New York City US,1948-03-26,,4.0,1970.0,False
Julian McMahon,1968-07-27,M,1.88,,36.0,4.770330591744946,Male,University of Wollongong,,,Sydney Australia,1968-07-27,AustraliaUnited States1,1.0,1989.0,True
C. Ernst Harth,1970-02-02,M,1.99,,31.0,4.769585906144249,Male,Did not go,Yes,,Galt Ontario Canada,1970-02-02,,,1992.0,False
John Malkovich,1953-12-09,M,1.83,Croatian Americans,30.0,4.769234264044948,Male,sub 1500 school,Yes,Dance,Christopher Illinois US,1953-12-09,,2.0,1976.0,False
Danny Glover,1946-07-22,M,1.92,African Americans,38.0,4.76845372816849,Male,Specialised Arts School,Yes,,San Francisco California US,1946-07-22,,1.0,1964.0,False
David Hasselhoff,1952-07-17,M,1.93,German Americans,49.0,4.768221165860757,Male,Specialised Arts School,Yes,,Baltimore Maryland US,1952-07-17,,2.0,1983.0,False
Jean Rochefort,1930-04-29,M,1.78,,71.0,4.768199667322123,Male,sub 1500 school,Yes,,Paris Third French Republic,1930-04-29,,6.0,1953.0,False
Jean Marsh,1934-07-01,F,1.676,,53.0,4.768176056396714,Female,Did not go,Yes,,Stoke Newington London England,1934-07-01,,,1953.0,False
Larry Bagby,1974-03-07,M,1.829,,19.0,4.767829763310484,Male,Did not go,,Dance,Marysville California US,1974-03-07,,,1988.0,False
Rachel Dratch,1966-02-22,F,1.52,,37.0,4.767789705950299,Female,Specialised Arts School,Yes,,Lexington Massachusetts US,1966-02-22,,1.0,1994.0,False
Scott Speedman,1975-09-01,M,1.803,,25.0,4.767699486997833,Male,University of Toronto,,,Hammersmith London England1,1975-09-01,,2.0,1995.0,True
Amanda Righetti,1983-04-04,F,1.74,White people,25.0,4.767348974975976,Female,Did not go,Yes,,St George Utah US,1983-04-04,,1.0,1995.0,False
Kevin Collins,1972-03-17,M,1.83,,33.0,4.7671101866987895,,Did not go,,,,,,,,False
Jaimie Alexander,1984-03-12,F,1.75,,27.0,4.766702446263992,Female,Did not go,Yes,,Greenville South Carolina US,1984-03-12,,,2004.0,False
Philip Glenister,1963-02-10,M,1.829,English people,40.0,4.765613119388162,Male,Specialised Drama School,,,Harrow Middlesex England,1963-02-10,,2.0,1990.0,False
Callum Keith Rennie,1960-09-14,M,1.791,Scottish Canadians,38.0,4.765398971059183,Male,Did not go,,,Sunderland England,1960-09-14,Canada,,1989.0,False
Paul Adelstein,1969-04-29,M,1.88,,31.0,4.765396826766987,Male,sub 1500 school,Yes,,Chicago Illinois US,1969-04-29,,1.0,1990.0,False
August Schellenberg,1936-07-25,M,1.73,Mohawk,56.0,4.765258134370998,Male,Specialised Drama School,Yes,,Montreal Quebec Canada,1936-07-25,,3.0,1964.0,False
Vincent Kartheiser,1979-05-05,M,1.8,,13.0,4.764886606329378,Male,Did not go,Yes,Dance,Minneapolis Minnesota US,1979-05-05,,1.0,1993.0,False
Maria Thayer,1975-10-30,F,1.63,,29.0,4.764221305720374,Female,Specialised Music School,,,Portland Oregon US,1975-10-30,,,1999.0,False
Art Malik,1952-11-13,M,1.83,,32.0,4.76328186334155,Male,Did not go,Yes,,Bahawalpur Pakistan,1952-11-13,,2.0,1978.0,False
Shannon Cochran,1958-08-07,F,1.75,,44.0,4.763263865170114,Female,Did not go,,,Savannah Georgia US,1958-08-07,,,1992.0,False
Pauley Perrette,1969-03-27,F,1.77,White Americans,33.0,4.763263865170114,,sub 1500 school,,,New Orleans Louisiana US,1969-03-27,,,1994.0,False
Rik Mayall,1958-03-07,M,1.82,,23.0,4.76320481916602,Male,The University of Manchester,,,Harlow,1958-03-07,,3.0,1978.0,True
Ll Cool J,1968-01-14,M,1.87,,23.0,4.763075125061492,,Did not go,,,,,,,,False
Hayley Marie Norman,1989-03-03,F,1.75,African Americans,19.0,4.7628413557701,Female,Did not go,,,,1989-03-03,,,,False
Michael Mann,1943-02-05,M,1.73,American Jews,65.0,4.7628413557701,Male,University of Wisconsin-Madison,,,Chicago Illinois US,1943-02-05,,4.0,1968.0,True
Brad Leland,1954-09-15,M,1.87,,53.0,4.7628413557701,Male,Texas Tech University,,Football,Lubbock Texas US,1954-09-15,,2.0,,True
Jason Behr,1973-12-30,M,1.83,Ojibwe,24.0,4.762680395641167,Male,Did not go,,,Minneapolis Minnesota US,1973-12-30,,1.0,1994.0,False
Lorena Gale,1958-05-09,F,1.511,,45.0,4.762137166644072,Female,Did not go,Yes,,Montreal Quebec Canada,1958-05-09,,,1981.0,False
Max Elliott Slade,1980-07-04,M,1.82,,12.0,4.761895606536066,Male,Did not go,,,Pasadena California US,1980-07-04,,,1989.0,False
Efren Ramirez,1973-10-02,M,1.7,Salvadoran Americans,30.0,4.761864859550494,Male,Did not go,,,Los Angeles California US,1973-10-02,,,1992.0,False
Alan Arkin,1934-03-26,M,1.75,Jewish people,48.0,4.761355117842741,Male,Did not go,,,Brooklyn New York US,1934-03-26,,3.0,1951.0,False
Reed Diamond,1967-07-20,M,1.854,,22.0,4.761206276819349,Male,University of North Carolina at Charlotte,,,Brooklyn New York US,1967-07-20,,,1974.0,True
Jo Anne Worley,1937-09-06,F,1.727,,54.0,4.761067298235225,Female,Did not go,Yes,,Lowell Indiana US,1937-09-06,,,1955.0,False
Joe Lo Truglio,1970-12-02,M,1.7,,30.0,4.761032040836977,Male,New York University (NYU),,,New York City US,1970-12-02,,1.0,1991.0,True
Charisma Carpenter,1970-07-23,F,1.71,Irish Americans,40.0,4.75940669651228,Female,Did not go,,Dance,Las Vegas Nevada US,1970-07-23,,1.0,1994.0,False
Jake Thomas,1990-01-30,M,1.73,,11.0,4.759397997944759,Male,Did not go,,,Knoxville Tennessee US,1990-01-30,,,1999.0,False
George Lucas,1944-05-14,M,1.7,White people,40.0,4.758315274296998,Male,University of Southern California,,,Modesto California US,1944-05-14,,4.0,1965.0,True
Rain,1982-06-25,M,1.8,Koreans,25.0,4.758007312870778,,Did not go,,,,,,,,False
Judie Aronson,1964-06-07,F,1.65,,19.0,4.757714057986577,Female,Did not go,,,Los Angeles California US,1964-06-07,,,1983.0,False
Geraldine Brophy,,F,1.73,,,4.757400863887451,Female,Did not go,Yes,,,,,,,False
Matt McCoy,1956-05-20,M,1.85,,32.0,4.757103496015238,,Did not go,,,,,,,,False
Michael York,1942-03-27,M,1.8,English people,55.0,4.756216712395564,Male,University of Oxford,Yes,,Fulmer Buckinghamshire England,1942-03-27,,,1964.0,True
Julie Hagerty,1955-06-15,F,1.7,,25.0,4.756119328612729,Female,Did not go,Yes,,Cincinnati Ohio US,1955-06-15,,,1979.0,False
Helena Mattsson,1984-03-30,F,1.7,,25.0,4.755075802851007,Female,Did not go,Yes,,Stockholm Sweden,1984-03-30,,,2001.0,False
Emmanuelle Seigner,1966-06-22,F,1.72,French,21.0,4.755042639917766,Female,Did not go,,,Paris France,1966-06-22,,2.0,1984.0,False
Charlyne Yi,1986-01-04,F,1.6002,,21.0,4.755020802641463,Male,Did not go,Yes,,Los Angeles County California US1,1986-01-04,,,2006.0,False
Steven Strait,1986-03-23,M,1.88,,19.0,4.754464980080749,Male,Did not go,,Track,New York City US,1986-03-23,,,2001.0,False
Keke Palmer,1993-08-26,F,1.62,African Americans,12.0,4.754244110766576,Male,Did not go,,,Harvey Illinois US,1993-08-26,,1.0,2002.0,False
Gabriel Basso,1994,M,1.8,,17.0,4.753716587099408,Male,Did not go,,Football,St Louis Missouri US,,,,2007.0,False
Ryan Lee,1996-10-04,M,1.52,,14.0,4.753716587099408,,Did not go,,,,,,,,False
Joel Courtney,1996-01-31,M,1.75,,15.0,4.753716587099408,Male,Did not go,,,Monterey California US,1996-01-31,,,2010.0,False
Jay Chandrasekhar,1968-04-09,M,1.82,Indian Americans,35.0,4.753084067207992,Male,sub 1500 school,,,Chicago Illinois US,1968-04-09,,3.0,1996.0,False
Pavel Lychnikoff,1967-02-16,M,1.79,,41.0,4.752766922644503,Male,Did not go,Yes,,Moscow Russian SFSR Soviet Union,1967-02-16,United States,,1996.0,False
Dimitri Diatchenko,1968,M,1.85,,40.0,4.752766922644503,Male,Did not go,,Martial arts,Oakland California US,1968-04-11,,,1997.0,False
