,Actor name,Gender,Height,Ethnicity,Age at First Release,Success Score,University,Theater,Sports,Birth City,Citizenship,Number of Children,Birth Year,Birth Month,QS University Rank,Ranked Uni,Usable Uni Rank,Specialised Drama School,Specialised Acting School,Specialised Dance School,Specialised Arts School,Birth Region
1764,Timothy Busfield,M,1.77,,24.0,4.797039609196204,sub 1500 school,True,Baseball,Lansing Michigan US,,3.0,1957.0,June,Not Ranked,0,3000,0,0,0,0,USA
1765,Geoff Pierson,M,1.84,,52.0,4.796865345628678,Did not go,True,No Sports,,,,1949.0,June,Not Ranked,0,3000,0,0,0,0,
1766,Archie Panjabi,F,1.6,مسح,33.0,4.796557156155529,Brunel University London,False,Ballet,Edgware London England,,,1972.0,May,343,1,343,0,0,0,0,United Kingdom
1767,Chris Massoglia,M,1.83,,17.0,4.796101320581011,Did not go,False,Baseball,,,2.0,1992.0,March,Not Ranked,0,3000,0,0,0,0,
1768,Eric Mabius,M,1.784,Polish Americans,24.0,4.795985851659954,sub 1500 school,True,No Sports,Harrisburg Pennsylvania US,,2.0,1971.0,April,Not Ranked,0,3000,0,0,0,0,USA
1769,Adam Arkin,M,1.87,,41.0,4.795941694783665,Did not go,True,No Sports,New York City US,,2.0,1956.0,August,Not Ranked,0,3000,0,0,0,0,USA
1770,John Sayles,M,1.93,,30.0,4.795701820211015,sub 1500 school,False,No Sports,Schenectady New York United States,,,1950.0,September,Not Ranked,0,3000,0,0,0,0,USA
1771,Joanna Kerns,F,1.72,Mexican Americans,46.0,4.795440366925236,Did not go,False,No Sports,San Francisco California US,,1.0,1953.0,February,Not Ranked,0,3000,0,0,0,0,USA
1772,Ian Michael Smith,M,0.94,,11.0,4.795388522968479,sub 1500 school,False,No Sports,Elmhurst Illinois US,,,1987.0,May,Not Ranked,0,3000,0,0,0,0,USA
1773,Jana Kramer,F,1.63,,22.0,4.795346529027544,Did not go,False,No Sports,Rochester Hills Michigan US,,3.0,1983.0,December,Not Ranked,0,3000,0,0,0,0,USA
1774,Michelle Lombardo,F,1.75,,22.0,4.795346529027544,Did not go,False,No Sports,Glastonbury Connecticut US,,3.0,1983.0,September,Not Ranked,0,3000,0,0,0,0,USA
1775,James Pickens Jr.,M,1.83,,38.0,4.793905432343472,Did not go,True,No Sports,Cleveland Ohio US,,2.0,1954.0,October,Not Ranked,0,3000,0,0,0,0,USA
1776,Warren Christie,M,1.87,Irish people,35.0,4.79389179494063,University of Windsor,False,No Sports,Belfast Northern Ireland United Kingdom,,,1975.0,November,641,1,641,0,0,0,0,United Kingdom
1777,Omari Hardwick,M,1.79,,32.0,4.793824365735843,The University of Georgia,True,Football,Decatur Georgia US,,3.0,1974.0,January,514,1,514,0,0,0,0,USA
1778,Amanda Donohoe,F,1.715,,34.0,4.793567620111968,Specialised Drama School,True,No Sports,London England,,,1962.0,June,Not Ranked,0,3000,1,0,0,0,United Kingdom
1779,Briana Evigan,F,1.65,,21.0,4.792529600589802,sub 1500 school,False,Dance,Los Angeles California US,,1.0,1986.0,October,Not Ranked,0,3000,0,0,0,0,USA
1780,Minnie Driver,F,1.8,Irish people,25.0,4.792177113030687,Specialised Drama School,False,No Sports,London England,United KingdomUnited States from 2017,1.0,1970.0,January,Not Ranked,0,3000,1,0,0,0,United Kingdom
1781,Michael Welch,M,1.77,Jewish people,11.0,4.791958369812433,Did not go,False,No Sports,,,,1987.0,July,Not Ranked,0,3000,0,0,0,0,
1782,Jarvis Cocker,M,1.88,,46.0,4.790605827606774,Did not go,False,No Sports,Sheffield,,,1963.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
1783,Michael Peter Balzary,M,1.676,Australian Americans,27.0,4.790334228314127,Did not go,False,No Sports,Melbourne,,,1962.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
1784,Shirley Henderson,F,1.524,Scottish people,29.0,4.790120828246467,Specialised Drama School,True,No Sports,Forres Moray Scotland,,,1965.0,November,Not Ranked,0,3000,1,0,0,0,United Kingdom
1785,Michael McKean,M,1.83,,36.0,4.790035538774429,Carnegie Mellon University,True,Track,New York City US,,2.0,1947.0,October,52,1,52,0,0,0,0,USA
1786,Zhang Jingchu,F,1.65,,21.0,4.789273389037546,Specialised Drama School,False,Martial arts,Yongan Fujian China,,,1977.0,February,Not Ranked,0,3000,1,0,0,0,Rest of World
1787,Bruce Greenwood,M,1.8,,26.0,4.789128108470173,Did not go,False,Ballet,RouynNoranda Quebec Canada,,1.0,1956.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
1788,Hunter Parrish,M,1.7,,17.0,4.789020157698286,Texas Tech University,False,No Sports,Richmond Virginia US,,1.0,1987.0,May,801,1,801,0,0,0,0,USA
1789,Marianne Jean-Baptiste,F,1.55,,32.0,4.789011748821677,Specialised Drama School,True,No Sports,Camberwell London England,,2.0,1967.0,April,Not Ranked,0,3000,1,0,0,0,United Kingdom
1790,Terry Bradshaw,M,1.9,,32.0,4.788495818751235,sub 1500 school,False,Football,Shreveport Louisiana,,,1948.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
1791,Gisele Bündchen,F,1.8,Germans,24.0,4.7882846073611205,Did not go,False,No Sports,Horizontina Rio Grande do Sul Brazil,,2.0,1980.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
1792,Neve Campbell,F,1.7,,23.0,4.7872852034450455,Did not go,True,Ballet,Guelph Ontario Canada,,2.0,1973.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
1793,Elpidia Carrillo,F,1.7,,20.0,4.78721063533404,Did not go,True,No Sports,Parácuaro Michoacán Mexico,,2.0,1961.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
1794,Nichelle Nichols,F,1.65,African Americans,49.0,4.78610345195419,Did not go,False,Ballet,Robbins Illinois US,,,1932.0,December,Not Ranked,0,3000,0,0,0,0,USA
1795,Romany Malco,M,1.73,African Americans,36.0,4.785572537565913,Did not go,False,No Sports,Brooklyn New York US,,1.0,1968.0,November,Not Ranked,0,3000,0,0,0,0,USA
1796,Kenny Baker,M,1.12,,46.0,4.785172271199951,Did not go,False,No Sports,,,,1934.0,August,Not Ranked,0,3000,0,0,0,0,
1797,Linden Ashby,M,1.82,,34.0,4.784983364559951,Did not go,False,Martial arts,Atlantic Beach Florida US,,2.0,1960.0,May,Not Ranked,0,3000,0,0,0,0,USA
1798,Matt Dillon,M,1.83,Scottish Americans,19.0,4.784736288827743,Did not go,False,No Sports,New Rochelle New York US,,,1964.0,February,Not Ranked,0,3000,0,0,0,0,USA
1799,Barry Watson,M,1.82,,27.0,4.7843071847060585,Did not go,False,No Sports,,,,1974.0,April,Not Ranked,0,3000,0,0,0,0,
1800,Ben Stein,M,1.8,Jewish people,41.0,4.784193472037074,Yale University,False,No Sports,Washington DC US,,,1944.0,November,16,1,16,0,0,0,0,USA
1801,Ryan Hurst,M,1.93,,24.0,4.783897935304091,Did not go,False,Football,Santa Monica California US,,,1976.0,June,Not Ranked,0,3000,0,0,0,0,USA
1802,Constance Marie,F,1.645,Mexican Americans,31.0,4.783602895977574,Did not go,False,Dance,East Los Angeles California US,,1.0,1965.0,September,Not Ranked,0,3000,0,0,0,0,USA
1803,Michael Gaston,M,1.91,,33.0,4.783510468374479,Did not go,False,No Sports,USA,United States,2.0,1962.0,November,Not Ranked,0,3000,0,0,0,0,
1804,Alexis Smith,F,1.75,,72.0,4.783022698602741,sub 1500 school,False,Ballet,Penticton British Columbia Canada,,,1921.0,June,Not Ranked,0,3000,0,0,0,0,Rest of World
1805,Ed Westwick,M,1.77,English people,19.0,4.782760391031224,Did not go,True,No Sports,Hammersmith London England,,,1987.0,June,Not Ranked,0,3000,0,0,0,0,United Kingdom
1806,Jacinda Barrett,F,1.778,Australian Americans,28.0,4.782577865881128,Specialised Drama School,False,No Sports,Brisbane Queensland Australia,,2.0,1972.0,August,Not Ranked,0,3000,1,0,0,0,USA
1807,Annabelle Wallis,F,1.7,,24.0,4.782334603034554,Did not go,False,No Sports,Oxford Oxfordshire England,,,1984.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
1808,Christina Aguilera,F,1.56,Ecuadorian Americans,23.0,4.781435436314894,Did not go,False,Football,New York City US,,2.0,1980.0,December,Not Ranked,0,3000,0,0,0,0,USA
1809,Michael Rapaport,M,1.93,,22.0,4.7813878321050725,Did not go,False,Football,New York City US,,2.0,1970.0,March,Not Ranked,0,3000,0,0,0,0,USA
1810,Judson Scott,M,1.91,,29.0,4.780552518300366,Specialised Music School,True,No Sports,Azusa California US,,,1952.0,July,Not Ranked,0,3000,0,0,0,0,USA
1811,Andre Braugher,M,1.829,African Americans,26.0,4.780502120459001,Stanford University,True,No Sports,Chicago Illinois US,,3.0,1962.0,July,5,1,5,0,0,0,0,USA
1812,Don Ameche,M,1.791,,75.0,4.780396466395293,Marquette University,False,Football,Kenosha Wisconsin US,,6.0,1908.0,May,1201,1,1201,0,0,0,0,USA
1813,Jon Stewart,M,1.68,Jewish people,32.0,4.780327581507425,College of William and Mary,False,Soccer,New York City US,,2.0,1962.0,November,901,1,901,0,0,0,0,USA
1814,Kelsey Grammer,M,1.854,,41.0,4.779572042559866,Specialised Music School,False,Dance,Saint Thomas US Virgin Islands,,7.0,1955.0,February,Not Ranked,0,3000,0,0,0,0,USA
1815,Sasha Barrese,F,1.72,Irish people,28.0,4.779397929215885,Did not go,False,No Sports,Maui Hawaii US,,2.0,1981.0,April,Not Ranked,0,3000,0,0,0,0,USA
1816,Kim Raver,F,1.715,,37.0,4.779010696690254,Boston University,False,No Sports,New York City US,,2.0,1969.0,March,93,1,93,0,0,0,0,USA
1817,Nikki Reed,F,1.66,Jewish people,14.0,4.778716132764354,Did not go,False,Football,Los Angeles California US,,2.0,1988.0,May,Not Ranked,0,3000,0,0,0,0,USA
1818,Sebastian Stan,M,1.8,,23.0,4.778337638462029,Rutgers University–New Brunswick,True,Ballet,Constanța Socialist Republic of Romania,RomaniaUnited States,,1983.0,August,299,1,299,0,0,0,0,Rest of World
1819,Tony Burton,M,1.83,African Americans,43.0,4.778298395067977,Did not go,False,Football,Flint Michigan US,,4.0,1937.0,March,Not Ranked,0,3000,0,0,0,0,USA
1820,Thomas Sangster,M,1.79,English people,13.0,4.777916751530519,Did not go,False,No Sports,London England,,,1990.0,May,Not Ranked,0,3000,0,0,0,0,United Kingdom
1821,Aubrey Plaza,F,1.68,,25.0,4.777713325271133,York University,True,No Sports,Wilmington Delaware US,,,1984.0,June,353,1,353,0,0,0,0,USA
1822,Khamani Griffin,M,1.37,African Americans,4.0,4.777158163413795,Did not go,False,No Sports,Oakland California US,,,1998.0,August,Not Ranked,0,3000,0,0,0,0,USA
1823,Annabelle Apsion,F,1.6,English people,38.0,4.777043280846044,Did not go,False,No Sports,Hammersmith London England,,,1963.0,March,Not Ranked,0,3000,0,0,0,0,United Kingdom
1824,Ryan Kwanten,M,1.78,Dutch Australian,30.0,4.7770387139456485,Did not go,False,No Sports,Sydney New South Wales Australia,,,1976.0,November,Not Ranked,0,3000,0,0,0,0,USA
1825,Noah Ringer,M,1.6,,13.0,4.776722103213845,Did not go,False,Martial arts,Dallas Texas US,,,1996.0,November,Not Ranked,0,3000,0,0,0,0,USA
1826,Sandra McCoy,F,1.63,,22.0,4.776531170107038,sub 1500 school,False,Tennis,San Jose California US,,,1979.0,August,Not Ranked,0,3000,0,0,0,0,USA
1827,Tyler Perry,M,1.96,African Americans,35.0,4.776227019836732,Did not go,False,No Sports,New Orleans Louisiana US,,1.0,1969.0,September,Not Ranked,0,3000,0,0,0,0,USA
1828,Christopher Masterson,M,1.78,,15.0,4.77557692494562,Did not go,False,No Sports,Long Island New York US,,1.0,1980.0,January,Not Ranked,0,3000,0,0,0,0,USA
1829,Robert Loggia,M,1.79,Italian Americans,51.0,4.775226410788288,"University of Missouri, Kansas City",False,Martial arts,Staten Island New York US,,3.0,1930.0,January,1001,1,1001,0,0,0,0,USA
1830,Dave Sheridan,M,1.83,,31.0,4.774696494255424,Did not go,False,No Sports,,,,1969.0,March,Not Ranked,0,3000,0,0,0,0,
1831,Eric Lloyd,M,1.753,,8.0,4.774506772526942,Did not go,False,No Sports,Glendale California US,,,1986.0,May,Not Ranked,0,3000,0,0,0,0,USA
1832,Samantha Morton,F,1.6,English people,21.0,4.773854949700648,Did not go,False,Dance,Nottingham Nottinghamshire England,,3.0,1977.0,May,Not Ranked,0,3000,0,0,0,0,United Kingdom
1833,Arielle Kebbel,F,1.73,,20.0,4.77370229927907,Did not go,False,No Sports,Winter Park Florida US,,,1985.0,February,Not Ranked,0,3000,0,0,0,0,USA
1834,Angie Dickinson,F,1.651,,48.0,4.773677572610814,Specialised Arts School,True,Football,Kulm North Dakota US,,1.0,1931.0,September,Not Ranked,0,3000,0,0,0,1,USA
1835,Tamer Hassan,M,1.9,,36.0,4.773621943293264,Did not go,False,Football,New Cross London England,,2.0,1968.0,March,Not Ranked,0,3000,0,0,0,0,United Kingdom
1836,Donnie Yen,M,1.75,Hongkongers,37.0,4.773290914105642,Did not go,False,Martial arts,Guangzhou,Hong Kong 19631974 2009present United States 1974201012,3.0,1963.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
1837,Kris Marshall,M,1.85,,29.0,4.773104130043539,Did not go,True,No Sports,Bath Somerset England,,2.0,1973.0,April,Not Ranked,0,3000,0,0,0,0,United Kingdom
1838,Amandla Stenberg,F,1.42,,12.0,4.772603798912054,Did not go,False,No Sports,Los Angeles California US,United StatesDenmark,,1998.0,October,Not Ranked,0,3000,0,0,0,0,USA
1839,Apollonia Kotero,F,1.62,,24.0,4.772591124844804,Did not go,False,No Sports,Santa Monica California,,,1959.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
1840,Susan Yeagley,F,1.72,White Americans,28.0,4.772572332015777,University of Southern California,False,No Sports,Nashville Tennessee US,,1.0,1972.0,February,116,1,116,0,0,0,0,USA
1841,Jane Kaczmarek,F,1.689,,42.0,4.772517838243298,Yale University,False,No Sports,Milwaukee Wisconsin US,,3.0,1955.0,December,16,1,16,0,0,0,0,USA
1842,Jane Adams,F,1.65,,30.0,4.772428530022767,Did not go,False,No Sports,,,,1965.0,April,Not Ranked,0,3000,0,0,0,0,
1843,Joanna Page,F,1.575,,23.0,4.771721893279878,Did not go,True,Dance,Treboeth Swansea Wales,,4.0,1978.0,March,Not Ranked,0,3000,0,0,0,0,United Kingdom
1844,Edi Gathegi,M,1.85,African Americans,27.0,4.771689957463305,York University,True,Basketball,Nairobi Kenya,,,1979.0,March,353,1,353,0,0,0,0,Rest of World
1845,Pam Grier,F,1.727,African Americans,33.0,4.77137974477415,sub 1500 school,True,No Sports,WinstonSalem North Carolina US,,,1949.0,May,Not Ranked,0,3000,0,0,0,0,USA
1846,Noémie Lenoir,F,1.765,,18.0,4.770634124857511,Did not go,False,No Sports,Les Ulis France,,2.0,1979.0,September,Not Ranked,0,3000,0,0,0,0,Europe
1847,Steven Tyler,M,1.77,,56.0,4.770381302106617,Did not go,False,No Sports,New York City US,,4.0,1948.0,March,Not Ranked,0,3000,0,0,0,0,USA
1848,Julian McMahon,M,1.88,,36.0,4.770330591744946,University of Wollongong,False,No Sports,Sydney Australia,AustraliaUnited States1,1.0,1968.0,July,162,1,162,0,0,0,0,USA
1849,C. Ernst Harth,M,1.99,,31.0,4.769585906144249,Did not go,True,No Sports,Galt Ontario Canada,,,1970.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
1850,John Malkovich,M,1.83,Croatian Americans,30.0,4.769234264044948,sub 1500 school,True,Dance,Christopher Illinois US,,2.0,1953.0,December,Not Ranked,0,3000,0,0,0,0,USA
1851,Danny Glover,M,1.92,African Americans,38.0,4.76845372816849,Specialised Arts School,True,No Sports,San Francisco California US,,1.0,1946.0,July,Not Ranked,0,3000,0,0,0,1,USA
1852,David Hasselhoff,M,1.93,German Americans,49.0,4.768221165860757,Specialised Arts School,True,No Sports,Baltimore Maryland US,,2.0,1952.0,July,Not Ranked,0,3000,0,0,0,1,USA
1853,Jean Rochefort,M,1.78,,71.0,4.768199667322123,sub 1500 school,True,No Sports,Paris Third French Republic,,6.0,1930.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
1854,Jean Marsh,F,1.676,,53.0,4.768176056396714,Did not go,True,No Sports,Stoke Newington London England,,,1934.0,July,Not Ranked,0,3000,0,0,0,0,United Kingdom
1855,Larry Bagby,M,1.829,,19.0,4.767829763310484,Did not go,False,Dance,Marysville California US,,,1974.0,March,Not Ranked,0,3000,0,0,0,0,USA
1856,Rachel Dratch,F,1.52,,37.0,4.767789705950299,Specialised Arts School,True,No Sports,Lexington Massachusetts US,,1.0,1966.0,February,Not Ranked,0,3000,0,0,0,1,USA
1857,Scott Speedman,M,1.803,,25.0,4.767699486997833,University of Toronto,False,No Sports,Hammersmith London England1,,2.0,1975.0,September,21,1,21,0,0,0,0,United Kingdom
1858,Amanda Righetti,F,1.74,White people,25.0,4.767348974975976,Did not go,True,No Sports,St George Utah US,,1.0,1983.0,April,Not Ranked,0,3000,0,0,0,0,USA
1859,Kevin Collins,M,1.83,,33.0,4.7671101866987895,Did not go,False,No Sports,,,,1972.0,March,Not Ranked,0,3000,0,0,0,0,
1860,Jaimie Alexander,F,1.75,,27.0,4.766702446263992,Did not go,True,No Sports,Greenville South Carolina US,,,1984.0,March,Not Ranked,0,3000,0,0,0,0,USA
1861,Philip Glenister,M,1.829,English people,40.0,4.765613119388162,Specialised Drama School,False,No Sports,Harrow Middlesex England,,2.0,1963.0,February,Not Ranked,0,3000,1,0,0,0,United Kingdom
1862,Callum Keith Rennie,M,1.791,Scottish Canadians,38.0,4.765398971059183,Did not go,False,No Sports,Sunderland England,Canada,,1960.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
1863,Paul Adelstein,M,1.88,,31.0,4.765396826766987,sub 1500 school,True,No Sports,Chicago Illinois US,,1.0,1969.0,April,Not Ranked,0,3000,0,0,0,0,USA
1864,August Schellenberg,M,1.73,Mohawk,56.0,4.765258134370998,Specialised Drama School,True,No Sports,Montreal Quebec Canada,,3.0,1936.0,July,Not Ranked,0,3000,1,0,0,0,Rest of World
1865,Vincent Kartheiser,M,1.8,,13.0,4.764886606329378,Did not go,True,Dance,Minneapolis Minnesota US,,1.0,1979.0,May,Not Ranked,0,3000,0,0,0,0,USA
1866,Maria Thayer,F,1.63,,29.0,4.764221305720374,Specialised Music School,False,No Sports,Portland Oregon US,,,1975.0,October,Not Ranked,0,3000,0,0,0,0,USA
1867,Art Malik,M,1.83,,32.0,4.76328186334155,Did not go,True,No Sports,Bahawalpur Pakistan,,2.0,1952.0,November,Not Ranked,0,3000,0,0,0,0,Rest of World
1868,Shannon Cochran,F,1.75,,44.0,4.763263865170114,Did not go,False,No Sports,Savannah Georgia US,,,1958.0,August,Not Ranked,0,3000,0,0,0,0,USA
1869,Pauley Perrette,F,1.77,White Americans,33.0,4.763263865170114,sub 1500 school,False,No Sports,New Orleans Louisiana US,,,1969.0,March,Not Ranked,0,3000,0,0,0,0,USA
1870,Rik Mayall,M,1.82,,23.0,4.76320481916602,The University of Manchester,False,No Sports,Harlow,,3.0,1958.0,March,32,1,32,0,0,0,0,Rest of World
1871,Ll Cool J,M,1.87,,23.0,4.763075125061492,Did not go,False,No Sports,,,,1968.0,January,Not Ranked,0,3000,0,0,0,0,
1872,Hayley Marie Norman,F,1.75,African Americans,19.0,4.7628413557701,Did not go,False,No Sports,,,,1989.0,March,Not Ranked,0,3000,0,0,0,0,
1873,Michael Mann,M,1.73,American Jews,65.0,4.7628413557701,University of Wisconsin-Madison,False,No Sports,Chicago Illinois US,,4.0,1943.0,February,102,1,102,0,0,0,0,USA
1874,Brad Leland,M,1.87,,53.0,4.7628413557701,Texas Tech University,False,Football,Lubbock Texas US,,2.0,1954.0,September,801,1,801,0,0,0,0,USA
1875,Jason Behr,M,1.83,Ojibwe,24.0,4.762680395641167,Did not go,False,No Sports,Minneapolis Minnesota US,,1.0,1973.0,December,Not Ranked,0,3000,0,0,0,0,USA
1876,Lorena Gale,F,1.511,,45.0,4.762137166644072,Did not go,True,No Sports,Montreal Quebec Canada,,,1958.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
1877,Max Elliott Slade,M,1.82,,12.0,4.761895606536066,Did not go,False,No Sports,Pasadena California US,,,1980.0,July,Not Ranked,0,3000,0,0,0,0,USA
1878,Efren Ramirez,M,1.7,Salvadoran Americans,30.0,4.761864859550494,Did not go,False,No Sports,Los Angeles California US,,,1973.0,October,Not Ranked,0,3000,0,0,0,0,USA
1879,Alan Arkin,M,1.75,Jewish people,48.0,4.761355117842741,Did not go,False,No Sports,Brooklyn New York US,,3.0,1934.0,March,Not Ranked,0,3000,0,0,0,0,USA
1880,Reed Diamond,M,1.854,,22.0,4.761206276819349,University of North Carolina at Charlotte,False,No Sports,Brooklyn New York US,,,1967.0,July,1001,1,1001,0,0,0,0,USA
1881,Jo Anne Worley,F,1.727,,54.0,4.761067298235225,Did not go,True,No Sports,Lowell Indiana US,,,1937.0,September,Not Ranked,0,3000,0,0,0,0,USA
1882,Joe Lo Truglio,M,1.7,,30.0,4.761032040836977,New York University (NYU),False,No Sports,New York City US,,1.0,1970.0,December,38,1,38,0,0,0,0,USA
1883,Charisma Carpenter,F,1.71,Irish Americans,40.0,4.75940669651228,Did not go,False,Dance,Las Vegas Nevada US,,1.0,1970.0,July,Not Ranked,0,3000,0,0,0,0,USA
1884,Jake Thomas,M,1.73,,11.0,4.759397997944759,Did not go,False,No Sports,Knoxville Tennessee US,,,1990.0,January,Not Ranked,0,3000,0,0,0,0,USA
1885,George Lucas,M,1.7,White people,40.0,4.758315274296998,University of Southern California,False,No Sports,Modesto California US,,4.0,1944.0,May,116,1,116,0,0,0,0,USA
1886,Rain,M,1.8,Koreans,25.0,4.758007312870778,Did not go,False,No Sports,,,,1982.0,June,Not Ranked,0,3000,0,0,0,0,
1887,Judie Aronson,F,1.65,,19.0,4.757714057986577,Did not go,False,No Sports,Los Angeles California US,,,1964.0,June,Not Ranked,0,3000,0,0,0,0,USA
1888,Geraldine Brophy,F,1.73,,,4.757400863887451,Did not go,True,No Sports,,,,1961.0,July,Not Ranked,0,3000,0,0,0,0,
1889,Matt McCoy,M,1.85,,32.0,4.757103496015238,Did not go,False,No Sports,,,,1956.0,May,Not Ranked,0,3000,0,0,0,0,
1890,Michael York,M,1.8,English people,55.0,4.756216712395564,University of Oxford,True,No Sports,Fulmer Buckinghamshire England,,,1942.0,March,3,1,3,0,0,0,0,United Kingdom
1891,Julie Hagerty,F,1.7,,25.0,4.756119328612729,Did not go,True,No Sports,Cincinnati Ohio US,,,1955.0,June,Not Ranked,0,3000,0,0,0,0,USA
1892,Helena Mattsson,F,1.7,,25.0,4.755075802851007,Did not go,True,No Sports,Stockholm Sweden,,,1984.0,March,Not Ranked,0,3000,0,0,0,0,Europe
1893,Emmanuelle Seigner,F,1.72,French,21.0,4.755042639917766,Did not go,False,No Sports,Paris France,,2.0,1966.0,June,Not Ranked,0,3000,0,0,0,0,Europe
