Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start
Calpernia Addams,1971-02-20,F,1.77,,33.0,4.8738058954113175,Female,,Yes,Dance,Nashville Tennessee US,1971-02-20,,,2002
Andrea James,1967-01-16,F,1.85,,38.0,4.8738058954113175,,,,,,1967-01-16,,,
Andie MacDowell,1958-04-21,F,1.73,,27.0,4.873157728714415,Female,,,,Gaffney South Carolina US,1958-04-21,,3,1977
Catherine McCormack,1972-04-03,F,1.702,English people,23.0,4.872861572067948,Female,Oxford School of Drama,Yes,,Epsom Surrey England2,1972-04-03,,,1994
Sharon Small,1967-01-01,F,1.626,Scottish people,35.0,4.871849696035779,Female,,Yes,,,,,,1994
Richard Thomson,,M,1.83,,,4.871641407164788,,,,,,,,,
Astrid Bergès-Frisbey,1986-05-26,F,1.62,,24.0,4.871641407164788,Female,,,,Barcelona Spain,1986-05-26,"Spain, France, United States",,2007
Peter Pedrero,,M,1.72,,,4.870622143251048,,,,,,,,,
Aaron Yoo,1979-05-12,M,1.71,,27.0,4.869906036997872,Male,,,,Dallas Texas US,1979-05-12,,,2000
Robert Covarrubias,1950-12-06,,1.75,,42.0,4.869629779578943,,,,,,,,,
Michael Palin,1943-05-05,M,1.78,English people,38.0,4.869425489087464,Male,Brasenose College Oxford BA,,Dance,Sheffield West Riding of Yorkshire England,1943-05-05,,3,1965
Madeleine Stowe,1958-08-18,F,1.715,,31.0,4.869386301235278,Female,University of Southern California,,,Los Angeles California US,1958-08-18,,1,1978
Kadeem Hardison,1965-07-24,M,1.81,African Americans,18.0,4.8692087841899845,Male,,,,Brooklyn New York City US,1965-07-24,,1,1981
Leigh Whannell,1977-01-17,M,1.7,Australians,27.0,4.869055917616211,Male,,,,Melbourne Victoria Australia,1977-01-17,,,1996
Keith Coogan,1970-01-13,M,1.7,,11.0,4.868935548115702,Male,,,,Palm Springs California US,1970-01-13,,,1978
Ian McShane,1942-09-29,M,1.75,,60.0,4.868656120415413,Male,Royal Academy of Dramatic Art,Yes,Football,Blackburn Lancashire England,1942-09-29,,2,1962
Shelley Morrison,1936-10-26,F,1.65,,67.0,4.868384396599331,Female,,,,New York City New York US,1936-10-26,,6,1961
Ziggy Marley,1968-10-17,M,1.753,British Jamaicans,35.0,4.868384396599331,Male,,,Soccer,Kingston Jamaica,1968-10-17,,7,1979
Katie Couric,1957-01-07,F,1.54,Jewish people,47.0,4.868384396599331,Female,University of Virginia BA,,,Arlington Virginia US,1957-01-07,,2,1979
Christopher Judge,1964-10-13,M,1.91,Cherokee,37.0,4.868163474911489,Male,University of Oregon,,Football,Los Angeles California US1,,,3,1990
Haylie Duff,1985-02-19,F,1.59,German Americans,18.0,4.867922875595792,Female,,,Ballet,Houston Texas US,1985-02-19,,2,1997
Aaron Ruell,1976-06-23,M,1.73,,27.0,4.867922875595792,Male,,,,Fresno California US,1976-06-23,,,2001
Emily Tyndall,1982-03-15,F,1.6,,21.0,4.867922875595792,Female,Brigham Young University,,Dance,Salt Lake City Utah US,,,,1997
Teresa Palmer,1986-02-26,F,1.67,,19.0,4.867836998427797,Female,,,,Adelaide South Australia Australia,1986-02-26,,4,2003
Nina Carter,1952-10-04,F,1.73,English people,28.0,4.867311044665723,,,,,Solihull Warwickshire England,1952-10-04,,2,
Brigitte Nielsen,1963-07-15,F,1.85,Scandinavian Americans,21.0,4.866448732398413,Female,,,,Rødovre Denmark,1963-07-15,,5,1984
Emmanuelle Béart,1963-08-14,F,1.64,Jewish people,32.0,4.866383522637083,Female,,,,Gassin France,1963-08-14,,3,1972
Julian Glover,1935-03-27,M,1.88,,46.0,4.865815937513723,Male,Royal Academy of Dramatic Art,Yes,Track,Hampstead London England,1935-03-27,,,1957
Marina Sirtis,1955-03-29,F,1.64,Greek Americans,28.0,4.865466953745732,Female,Guildhall School of Music and Drama,Yes,,London England,1955-03-29,United KingdomUnited States1,,1977
Robinne Lee,1974-07-16,F,1.62,,30.0,4.864619562739941,Female,Yale UniversityColumbia Law School,,,Mount Vernon New York US,1974-07-16,,2,1997
Kevin Peter Hall,1955-05-09,M,2.2,African Americans,32.0,4.864571553813091,Male,Penn Hills High SchoolGeorge Washington University,,Basketball,Pittsburgh Pennsylvania US,1955-05-09,,,1978
Jorge Salinas,1968-07-27,M,1.84,,31.0,4.864402254071615,Male,,,,Mexico City Mexico,1968-07-27,,,1983
Goya Toledo,1969-09-24,F,1.73,,30.0,4.864402254071615,Female,Cristina Rota School of Dramatic Arts,,,Arrecife Lanzarote Canary Islands Spain,1969-09-24,,,1993
Jonathan Loughran,1966,M,1.93,,32.0,4.864125267695626,Male,,,,,,,,1989
Jean Louisa Kelly,1972-03-09,F,1.63,Irish Americans,17.0,4.864045701243834,Female,Columbia University BA,Yes,,Worcester Massachusetts US,1972-03-09,,2,1989
Gina Gershon,1962-06-10,F,1.68,Jewish people,23.0,4.863590856697813,,New York University BFA 83,,Dance,Los Angeles California US,1962-06-10,,,1981
Mía Maestro,1978-06-19,F,1.63,Argentines,24.0,4.863166426295959,Female,,Yes,Dance,Buenos Aires Argentina,1978-06-19,,,1998
Barbara Windsor,1937-08-06,F,1.5,,72.0,4.863076956594687,Female,College,Yes,Dance,Shoreditch London England,1937-08-06,,,1950
Yaya Da Costa,1982-11-15,F,1.73,African Americans,26.0,4.862713729560004,Female,Brown University,,Dance,New York City US,1982-11-15,,1,2004
Drew Barrymore,1975-02-22,F,1.63,Irish Americans,7.0,4.862672350736721,Male,British Academy Film Award,,,Culver City California US,1975-02-22,,2,1976
Sergi López,1965-12-22,M,1.7,,36.0,4.862313316646395,,,,,,,,,
David Schofield,1951,M,1.78,English people,30.0,4.862271238380905,,,,,,,,,
Declan Donnelly,1975-09-25,M,1.68,Irish people,27.0,4.862211079456043,Male,St Michaels Roman Catholic Primary SchoolSt Cuthberts High School,,,Newcastle upon Tyne England,1975-09-25,,2,1987
Lúcia Moniz,1976-09-09,F,1.62,,26.0,4.862211079456043,Female,,,Dance,Lisbon,1976-09-09,,,1996
Andrew Lincoln,1973-09-14,M,1.78,,29.0,4.862211079456043,,Royal Academy of Dramatic Art,Yes,,London England,1973-09-14,,2,1994
Martine McCutcheon,1976-05-14,F,1.7,White British,27.0,4.862211079456043,Female,Italia Conti Academy of Theatre Arts,Yes,Dance,Hackney London England,1976-05-14,,1,1995
Regina King,1971-01-15,F,1.6,African Americans,20.0,4.860712254611835,Female,,,,Los Angeles County California US,1971-01-15,,1,1985
Fergie,1975-03-27,F,1.6,,31.0,4.860604126315388,,,,,,,,,
Jared Padalecki,1982-07-19,M,1.93,Polish Americans,21.0,4.8603640732362505,Male,,,,San Antonio Texas US,1982-07-19,,3,1999
Ronn Moss,1952-03-04,M,1.88,,56.0,4.860182309037419,Male,,Yes,Track,Los Angeles California US,1952-03-04,,2,1969
Bridgette Wilson,1973-09-25,F,1.75,,19.0,4.860052192204524,Female,,,,Gold Beach Oregon US,1973-09-25,,2,1990
Geoffrey Palmer,1927-06-04,M,1.8,,70.0,4.85990765365242,,,,,,,,,
Margaret Cho,1968-12-05,F,1.65,Korean Americans,28.0,4.859047690905899,Female,San Francisco State University,,,San Francisco California US,1968-12-05,,,1992
Anatole Taubman,1970-12-23,M,1.84,,37.0,4.8580350378832815,Male,,,,Zürich Switzerland,1970-12-23,,,1998
Kirk Cameron,1970-10-12,M,1.78,,16.0,4.85758560301058,Male,,,,Panorama City Los Angeles California US,1970-10-12,,6,1979
Tammy Blanchard,1976-12-14,F,1.67,,30.0,4.857464410774462,Female,,Yes,Dance,Bayonne New Jersey UScitation needed,1976-12-14,,1,1996
Kathleen Turner,1954-06-19,F,1.727,White Americans,29.0,4.857441920457063,Female,Southwest Missouri State UniversityUniversity of Maryland Baltimore County BFA 1977,Yes,,Springfield Missouri US,1954-06-19,,1,1972
Nancy Cartwright,1957-10-25,F,1.52,,32.0,4.857350095954143,Female,Ohio UniversityUniversity of California Los Angeles BA,Yes,,Dayton Ohio US,1957-10-25,,2,1980
Elizabeth Berkley,1972-07-28,F,1.78,Jewish people,23.0,4.85726595276159,Female,,Yes,Ballet,Farmington Hills Michigan US,,,1,1986
Johnny Depp,1963-06-09,M,1.78,German Americans,21.0,4.857145014083748,Male,,,,Owensboro Kentucky US,1963-06-09,,2,1984
William Sanderson,1948-01-10,M,1.727,,34.0,4.856754627273012,Male,,,,,1944-01-10,,,
Kenan Thompson,1978-05-10,M,1.73,African Americans,19.0,4.856641251308921,Male,,Yes,,Atlanta Georgia US1,1978-05-10,,2,1994
Jessalyn Gilsig,1971-11-30,F,1.6,Jewish people,26.0,4.8560120712539785,Female,BA McGill UniversityMFA Harvard University,Yes,,Montreal Quebec Canada,1971-11-30,,1,1984
Greg Bryk,1972,M,1.85,,33.0,4.85544900608137,Male,,,Football,Winnipeg Manitoba Canada1,1972-08-19,,3,1998
Ellen Sandweiss,1958-12-30,F,1.676,,22.0,4.855292489803677,Female,University of Michigan BFA MA,,,Detroit Michigan US,,,,1978
Alexander Gould,1994-05-04,M,1.7,Jewish people,3.0,4.853931773935468,Male,Brandeis University,,,Los Angeles California US,1994-05-04,,,1996
Jay Tavare,1971-03-23,M,1.702,Apache,23.0,4.850691110912253,Male,,,,,,,,
Amanda Michalka,1991-04-10,F,1.68,,18.0,4.850562197726652,Female,School,,,Torrance California US,1991-04-10,,,2002
Heather Wahlquist,1977-05-23,F,1.7,,24.0,4.850162941039009,Female,University of Oklahoma dropped out,,,Oklahoma City Oklahoma US,1977-05-23,,1,1998
Bobby Lee,1972-09-17,M,1.64,Korean Americans,7.0,4.850134837905804,Male,,,,San Diego California,1971-09-17,,,1994
Thomas Gibson,1962-07-03,M,1.87,,29.0,4.850098999788124,Male,College of CharlestonJuilliard School BFA,Yes,,Charleston South Carolina US,1962-07-03,,3,1987
Charlie Murphy,1959-07-12,M,1.85,African Americans,30.0,4.849188938009534,,,,,,,,,
Franco Columbu,1941-08-17,M,1.65,,40.0,4.848313404019918,Male,,,,Ollolai,1941-08-07,,,
Juicy J,1975-04-05,M,1.83,African Americans,,4.848311797307346,,Northside High School,,Track,Memphis Tennessee US,1975-04-05,,2,1987
Spencer Locke,1991-09-20,F,1.71,,13.0,4.847808554728086,Female,,,,Winter Park Florida US,1991-09-20,,2,2003
Desmond Harrington,1976-10-19,M,1.78,,22.0,4.8475860977122,Male,,,,Savannah Georgia US,1976-10-19,,,1999
Taylor Schilling,1984-07-27,F,1.73,,26.0,4.847150687547919,,Fordham University BA,Yes,,Boston Massachusetts US,1984-07-27,,,2007
John Corbett,1961-05-09,M,1.96,,29.0,4.847001961324938,Male,,Yes,,Wheeling West Virginia US,1961-05-09,,,1987
Idina Menzel,1971-05-30,F,1.63,Jewish people,34.0,4.846406043665279,Male,New York University BFA,Yes,,New York City US,1971-05-30,,1,1995
Chris Pratt,1979-06-21,M,1.88,,28.0,4.846385748930201,Male,,,Track,Virginia Minnesota US,1979-06-21,,4,2000
Aviva,1984-07-10,F,1.6,,23.0,4.846354510769352,,,,,,,,,
Scott Gerbacia,1984-07-13,M,1.77,,23.0,4.846354510769352,,,,,,,,,
Dylan Walsh,1963-11-17,M,1.79,,26.0,4.845611163496318,Male,University of Virginia,,,Los Angeles California US,1963-11-17,,5,1987
Scott Brady,1924-09-13,M,1.88,,59.0,4.845526906697026,Male,,Yes,,Brooklyn New York US,1924-09-13,,2,1948
Don Steele,1936-04-01,M,1.93,,48.0,4.845526906697026,Male,,,,Hollywood California,1936-04-01,,,
Marc Blucas,1972-01-11,M,1.88,,29.0,4.845479806258815,Male,College,,Basketball,Girard Pennsylvania US,1972-01-11,,2,1995
Julie White,1961-06-04,F,1.73,,39.0,4.845352835335918,Female,Texas State UniversityFordham University,Yes,,San Diego California US,1961-06-04,,1,1985
Roger Allam,1953-10-26,M,1.82,English people,54.0,4.8443915974582135,Male,,Yes,,Bow London England,1953-10-26,,2,1976
Noah Cyrus,2000-01-08,F,1.38,,8.0,4.844046946420648,Female,,,,Nashville Tennessee US,2000-01-08,,,2002
Yuki Amami,1967-08-08,F,1.7,,40.0,4.844046946420648,Female,,Yes,,Taitō Tokyo Japan,1967-08-08,,,1987
Kazuko Yoshiyuki,1935-08-09,F,1.57,,72.0,4.844046946420648,Female,,,,Tokyo Japan,1935-08-09,,,1958
Blake Lindsley,1973-12-19,F,1.71,,22.0,4.8426655286066165,Female,Yale University,,,Los Angeles California United States,,,,1994
Chad Lowe,1968-01-15,M,1.74,,34.0,4.842615211907304,Male,,,,Dayton Ohio US,1968-01-15,,3,1984
Megan Mullally,1958-11-12,F,1.63,Irish Americans,24.0,4.842226523798112,Male,Northwestern University,Yes,Ballet,Los Angeles California US,1958-11-12,,,1979
Gilbert Gottfried,1955-02-28,M,1.65,Jewish people,32.0,4.842200376410571,Male,,,,Brooklyn,1955-02-28,,2,1970
Oliver Reed,1938-02-13,M,1.8,English people,45.0,4.841640334128732,Male,Ewell Castle School,,,Wimbledon London England,1938-02-13,,2,1955
Christopher Reeve,1952-09-25,M,1.93,,34.0,4.840425673648813,Male,Cornell University BA BFAJuilliard School,Yes,Soccer,New York City US,1952-09-25,,3,1970
Maggie Grace,1983-09-21,F,1.75,,22.0,4.840188759199874,Female,,Yes,,Worthington Ohio US,1983-09-21,,1,2001
Kelsey Chow,1991-09-09,F,1.7,,20.0,4.839433263347345,Female,Columbia University,Yes,,Columbia South Carolina US,1991-09-09,,,2005
Gregory Jbara,1961-09-28,M,1.87,Lebanese Americans,26.0,4.839355025566089,Male,University of Michigan Ann ArborJuilliard School BFA,Yes,,Westland Michigan US,1961-09-28,,2,1987
Bess Motta,1958-02-10,F,1.65,,26.0,4.839351348674948,Female,,,Dance,Woodland Hills California US,1958-02-10,,,1980
Priscilla Presley,1945-05-24,F,1.63,Scotch-Irish Americans,43.0,4.8384164837699615,Female,,Yes,,New York City US,1945-05-24,,,1973
Tom Jones,1940-06-07,M,1.77,Welsh people,60.0,4.83780361326823,,,,,,,,,
Ralph Tresvant,1968-05-16,M,1.72,,23.0,4.837237797237629,Male,,,Track,Boston,1968-05-16,,,1981
Clea Duvall,1977-09-25,F,1.65,,20.0,4.837105971638707,Female,High School,,,Los Angeles California US,1977-09-25,,,1996
Milton Berle,1908-07-12,M,1.77,,75.0,4.836976821688612,Male,Professional Childrens School,Yes,,New York City US,1908-07-12,,3,1913
Sheb Wooley,1921-04-10,M,1.87,,65.0,4.836504633204557,Male,School,,,Erick Oklahoma US,1921-04-10,,,1936
David Morrissey,1964-06-21,M,1.905,English people,28.0,4.835971665671472,Male,,Yes,,Liverpool England,1964-06-21,,3,1982
Kevin O%27Donnell,1976-12-21,M,1.8,,33.0,4.835836475530032,,,,,,,,,
Zoe Lister-Jones,1982-09-01,F,1.6,,27.0,4.835836475530032,Female,New York University BFA,Yes,Track,Brooklyn New York City US,1982-09-01,,,2004
Hunt Block,1954-02-16,M,1.91,,56.0,4.835836475530032,Male,,Yes,,Washington DC US,1953-02-16,,,1981
August Diehl,1976-01-04,M,1.8,,34.0,4.835836475530032,Male,Ernst Busch Academy of Dramatic Arts,Yes,,West Berlin West Germany,1976-01-04,,2,1998
Joshua Leonard,1975-06-17,M,1.8,,23.0,4.835496112688797,Male,,Yes,Dance,Houston Texas US,1975-06-17,,1,1999
Ian Hart,1964-10-08,M,1.727,English people,30.0,4.835102807864856,Male,,Yes,,Liverpool England,1964-10-08,,2,1982
Fiona Shaw,1958-07-10,F,1.73,Irish people,34.0,4.834831843011992,Male,,Yes,,Cobh County Cork Ireland,1958-07-10,,,1983
"Clifton Collins, Jr.",1970-06-16,M,1.727,,29.0,4.833935267073314,Male,,,Baseball,Los Angeles California US,1970-06-16,,,1990
Ernest Borgnine,1917-01-24,M,1.75,,64.0,4.8334345233145095,Male,,,,Hamden Connecticut US,1917-01-24,,4,1947
Corey Stoll,1976-03-14,M,1.87,,34.0,4.833345729214321,Male,Oberlin College BANew York University MFA,Yes,,New York City US,1976-03-14,,1,2001
Paul Bettany,1971-05-27,M,1.905,English people,29.0,4.833198673594962,Male,Drama Centre London,Yes,Dance,London Englanda,1971-05-27,United KingdomUnited States1,2,1992
Elaine Cassidy,1979-12-31,F,1.57,,5.0,4.832055958565752,Female,,Yes,,Raheny County Dublin Ireland,1979-12-31,,2,1994
Pat Buttram,1915-06-19,M,1.82,,66.0,4.831682912841003,Male,BirminghamSouthern College,Yes,Dance,Addison Alabama US,1915-06-19,,2,1944
Joey Fatone,1977-01-28,M,1.81,,15.0,4.831119095406382,Male,,,,New York City,1977-01-28,,,1993
Cheryl Hines,1965-09-21,F,1.651,,38.0,4.830833197827318,Female,University of Central Florida,Yes,,Miami Beach Florida US,1965-09-21,,1,1993
Tony Danza,1951-04-21,M,1.753,Italian Americans,28.0,4.830390809441233,Male,University of Dubuque BA,,,New York City New York US,1951-04-21,,4,1978
Vanessa Hudgens,1988-12-14,F,1.6,multiracial Americans,14.0,4.830141916560316,Female,,,,Salinas California US,1988-12-14,,1,1998
Julie Delpy,1969-12-21,F,1.69,French Americans,23.0,4.830090443475898,Female,New York University,Yes,,Paris France,1969-12-21,,1,1976
Linda Blair,1959-01-22,F,1.52,Scottish Americans,24.0,4.8298588675076966,Female,,,,St Louis Missouri US,1959-01-22,,,1968
Matthew Fox,1966-07-14,M,1.88,Italian Americans,26.0,4.829793987813775,Male,Columbia University BA,,Football,Abington Pennsylvania US,1966-07-14,,2,1992
Niecy Nash,1970-02-23,F,1.63,African Americans,29.0,4.829717296433489,Female,California State University Dominguez Hills,,,Palmdale California US,1970-02-23,,3,1995
Deforest Kelley,1920-01-20,M,1.78,,62.0,4.829279733440076,Male,,Yes,Football,Toccoa Georgia US,1920-01-20,,,1940
James Doohan,1920-03-03,M,1.8,,62.0,4.829279733440076,Male,Neighborhood Playhouse School of the Theatre Lorne Greene Academy of Radio Arts,,,Vancouver British Columbia Canada,1920-03-03,,7,1952
Walter Koenig,1936-09-14,M,1.68,Jewish people,45.0,4.829279733440076,Male,Grinnell CollegeUniversity of California Los Angeles BANeighborhood Playhouse School of the Theatre,Yes,,Chicago Illinois US,1936-09-14,,2,1962
Aaron Eckhart,1968-03-12,M,1.83,,28.0,4.828598560516421,Male,Brigham Young University BFA,Yes,,Cupertino California US,1968-03-12,,,1992
Kim Chan,1917-12-28,M,1.73,,79.0,4.828194103125119,Male,,,,Guangdong Republic of China,,,,1951
Jonathan Walker,1967-09-13,M,1.87,,33.0,4.828176864585744,,,,,,,,,
Jake T. Austin,1994-12-03,M,1.7,Polish Americans,11.0,4.827377088280449,Male,,,,New York City US,1994-12-03,,,2002
Fat Joe,1970-08-19,M,1.85,Stateside Puerto Ricans,33.0,4.826987156862774,Male,,,,The Bronx,1970-08-19,,3,1992
Grant Rosenmeyer,1991-07-03,M,1.68,,10.0,4.826905226879436,Male,,,,Manhasset New York US,1991-07-03,,,2000
Samuel West,1966-06-19,M,1.82,British,32.0,4.826771114338024,Male,,Yes,,Hammersmith London England1,1966-06-19,,2,1975
Alexander Siddig,1965-11-21,M,1.822,Sudanese Arabs,35.0,4.826251916636714,Male,London Academy of Music and Dramatic Art,Yes,,Omdurman Khartoum Sudan,1965-11-21,,1,1987
Adrienne Barbeau,1945-06-11,F,1.594,Armenians,35.0,4.825932011881906,Female,Foothill College,,,Sacramento California US,1945-06-11,,3,1968
Marc Alaimo,1942-05-05,M,1.829,,46.0,4.825885204818306,Male,,Yes,,Milwaukee Wisconsin US,,,2,1971
Christina Hendricks,1975-05-03,F,1.71,,35.0,4.825745227437548,Male,School,Yes,Ballet,Knoxville Tennessee US,1975-05-03,AmericanBritish,,1994
Rob Corddry,1971-02-04,M,1.8,,36.0,4.825625959956542,Male,University of Massachusetts Amherst BA,Yes,,Weymouth Massachusetts US,1971-02-04,,2,1998
Roger Bart,1962-09-29,M,1.8,,34.0,4.825280112069955,Male,Rutgers University New Brunswick BFA,Yes,,Norwalk Connecticut US,1962-09-29,,,1987
Mariel Hemingway,1961-11-22,F,1.8,,20.0,4.825276734843506,Female,Boston University,,Track,Mill Valley California US,1961-11-22,,,1976
Dominic West,1969-10-15,M,1.83,English people,29.0,4.825250493837965,Male,Trinity College Dublin BAGuildhall School of Music and Drama MA,,,Sheffield England,1969-10-15,,5,1991
Jon Bon Jovi,1962-03-02,M,1.753,Italian Americans,38.0,4.824160412432337,Male,St Joseph High SchoolSayreville War Memorial High School,,,Perth Amboy New Jersey US,1962-03-02,,4,1975
"Randall ""tex"" Cobb",1950-05-07,M,1.91,,36.0,4.823747432211495,,,,,,,,,
Meghan Markle,1981-08-04,F,1.71,,23.0,4.822888354694875,Female,Northwestern University,,, US,1981-08-04,,,2001
Martin Clunes,1961-11-28,M,1.892,,37.0,4.82276907661314,Male,Royal Russell SchoolArts Educational Schools,Yes,Dance,Wimbledon Surrey England,1961-11-28,,1,1982
Minka Kelly,1980-06-24,F,1.73,,27.0,4.822656351113194,Female,,,,Los Angeles California US,1980-06-24,,,2002
Alex Vincent,1981-04-29,M,1.66,,7.0,4.822653647326997,,,,,,,,,
Samm Levine,1982-03-12,M,1.63,,19.0,4.821801626818655,Male,,,,Park Ridge Illinois US,1982-03-12,,,1997
John Neville,1925-05-02,M,1.87,,63.0,4.821717289666181,,,,,,,,,
Liza Tarbuck,1964-11-21,F,1.715,,47.0,4.821686450619228,Female,Royal Academy of Dramatic Art BA,Yes,,Liverpool England,1964-11-21,,,1986
Eartha Kitt,1927-01-17,F,1.63,African Americans,65.0,4.821136875429119,Female,,Yes,,North South Carolina US12,1927-01-17,,1,1942
Peter Outerbridge,1966-06-30,M,1.77,,27.0,4.820832831933544,Male,,Yes,,Toronto Ontario Canada,1966-06-30,,2,1990
Seth MacFarlane,1973-10-26,M,1.78,,36.0,4.820117293777344,Male,Rhode Island School of Design BFA,,Track,Kent Connecticut US,1973-10-26,,,1995
Logan Marshall-Green,1976-11-01,M,1.8,,30.0,4.819979003094427,Male,University of Tennessee Knoxville BANew York University MFA,Yes,Swimming,Charleston South Carolina US,1976-11-01,,2,2003
Debbie Reynolds,1932-04-01,F,1.57,White Americans,60.0,4.81954208890813,Female,,,Dance,El Paso Texas US,1932-04-01,,,1948
Orso Maria Guerrini,1943-10-25,M,1.8,,58.0,4.819442258213829,Male,,,,Florence Italy,1943-10-25,,,
Kevin McKidd,1973-08-09,M,1.83,Scottish people,25.0,4.819422030068233,Male,University of EdinburghQueen Margaret University,Yes,,Elgin Moray Scotland,1973-08-09,"United Kingdom, United States since 2015",4,1991
Evan Rachel Wood,1987-09-07,F,1.68,French Americans,11.0,4.818708923331283,Female,,Yes,,Raleigh North Carolina US,1987-09-07,,1,1993
Dick Cavett,1936-11-19,M,1.68,,50.0,4.818583283753774,Male,Yale University,,,Buffalo County Nebraska US,1936-11-19,,,1959
